Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
2025-06-03,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,"I recently opened a new checking account with Citibank, expecting the convenience and protections of a globally recognized financial institution. However, after attempting to withdraw {$5000.00} from my account through a series of ATM withdrawals and debit card-based money transfer services ( e.g., XXXX XXXX XXXX XXXX ) XXXX my card was locked, and then permanently disabled and my account is under review. This occurred despite successfully withdrawing an initial {$1000.00} and after calling Citibank support to verify my identity.

After multiple failed attempts to unlock the card and after following every security instruction given, my account was placed under review. It has now been over seven ( 7 ) business days and I have been given no timeline, no resolution, and no contact person for this review. My funds are inaccessible, I live 5 hours from the nearest branch and every customer service representative simply repeats that my account is under review with no meaningful information. This is a critical hardship in a cashless world where we rely on our debit cards to meet daily needs. My overwhelming concern is that my direct deposit from Social Security goes to this account and if they close it, I will not have access. It takes two months to change direct deposit with SSA.

As a consumer, I understand the need for fraud prevention. However, Citibanks actions have effectively frozen my account without just cause or due process. I am being denied access to my own funds and am left in a financial quagmire. I called before hand to prevent this issue.

I request that Citibank : Expedite the account review and unlock my access.

Assign a case manager or point of contact.

Do not close the account if that is their direction for 90 day to allow my to shift my direct deposit. I would like a written explanation for the freeze, especially if the account closure is being considered. I ask that action not be taken. Every transaction has been executed by myself. Compensation for hardship/inconvenience as I had {$250.00} late fee not being able to access the funds on the date I tried to withdraw my own funds.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",FL,32162,Servicemember,Consent provided,Web,2025-06-03,Closed with non-monetary relief,Yes,,13868929
2025-04-16,Credit card,Store credit card,"Other features, terms, or problems",Problem with rewards from credit card,"I applied for the XXXX XXXX XXXX XXXX card with a promotional offer of XXXX bonus points after spending {$5000.00} within 3 months of account opening. I was approved on XX/XX/XXXX, which made XX/XX/XXXX the final day to meet the spending requirement. 

To meet this requirement, I took the following actions : On XX/XX/XXXX, I was charged a prepaid stay for {$2900.00} for a reservation at XXXX XXXX XXXX XXXX. This charge was paid in full on XX/XX/XXXX. 

On XX/XX/XXXX, I booked a prepaid stay at XXXX XXXX in XXXX, with the confirmation clearly stating my card would be charged on XX/XX/XXXX. The total charge was XXXXXXXX XXXX, which posted as {$1700.00} USD on XX/XX/XXXX though it was delayed beyond my control and posted after the XX/XX/XXXX deadline. The rate details & cancellation policy section of the confirmation states "" To ensure that you receive this special rate, we will charge your credit card a prepayment of XXXX XXXX  on Sunday, XX/XX/XXXX. If the date presented is a past date, the deposit will be due and processed upon confirmation. 

On XX/XX/XXXX, I booked another prepaid stay at the XXXX XXXX, with similar terms stating it would be charged on XX/XX/XXXX. The total charge was XXXX XXXX, which posted as {$370.00} USD on XX/XX/XXXX though it was delayed beyond my control and posted after the XX/XX/XXXX deadline. The rate details & cancellation policy section of the confirmation states "" To ensure that you receive this special rate, we will charge your credit card a prepayment of XXXX EUR on Sunday, XX/XX/XXXX. If the date presented is a past date, the deposit will be due and processed upon confirmation. '' These XXXX transactions total {$5100.00}, exceeding the {$5000.00} spending requirement. I relied in good faith on Marriotts stated policy that charges would post on XX/XX/XXXX. Due to XXXX delay in processing, the charges were posted nearly a month latersomething entirely beyond my control. 

XXXX has denied awarding the XXXX bonus points, stating the charges posted too late. Ive explained the situation multiple times, but they have refused to reconsider. 

As a result, Ive suffered the following financial losses : Missed XXXX Bonus Points : XXXX XXXX points ~ $ XXXX {$810.00} Missed Chase Sapphire Portal Rewards : Had I used my Chase Sapphire XXXX XXXX XXXX portal, I would have earned XXXX points = ~ {$220.00} value XXXX XXXX Loss : Due to delays in posting the XXXX XXXX  I lost about {$70.00} USD from currency fluctuations. 

Total Estimated Losses : {$1100.00} These losses stem directly from Chases refusal to honor a promotion I fulfilled in both intent and action.",,JPMORGAN CHASE & CO.,IL,60103,,Consent provided,Web,2025-04-16,Closed with explanation,Yes,,13010772
2025-05-23,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,I received money via XXXX on XX/XX/XXXX on XX/XX/XXXX my account was locked and can't access my money the only money I have I called in on XX/XX/XXXX they said they don't know why my account was locked to call back 24-48hrs I called again today XX/XX/XXXX was told my account is under investigation the person on the line still don't know what's going on said to wait 7 business days I can't wait that long I have bills due how can they legally just hold someone's money and not even give a reason why this is unacceptable they gave me a case number Case XXXX,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,FL,32763,,Consent provided,Web,2025-05-23,Closed with explanation,Yes,,13672218
2025-04-24,Credit card,General-purpose credit card or charge card,"Advertising and marketing, including promotional offers",Confusing or misleading advertising about the credit card,"XXXX XXXX sent me an invite code to apply for their card under Concora Credit. The paperwork did NOT plainly state that there is a { {$250.00} } annual "" membership '' fee. 
Had the company disclosed this, I would not have applied. 
This is a card for people with mediocre to bad credit and they are taking advantage of these consumers. 
I cancelled the card within a week or two and wanted the ridiculous {$250.00} taken off my balance, and close the account with the explanation for closure clearly stated ( the company 's failure to disclose terms ). 
The company agreed to close the account, and to credit the {$250.00}, but is refusing to remove, correct or amend anything on my credit report. Therefore I have a Hard Inquiry, an Opened Account, and a "" Closed By Consumer '' hit to my XXXX XXXX. 
I can not believe they are allowed to charge this fee to those of us who are already struggling. This is a shady tactic that should be stopped by the CFPB immediately.",,"CLGF Holdco 1, LLC",AZ,857XX,,Consent provided,Web,2025-04-24,Closed with explanation,Yes,,13145105
2025-04-15,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,,On XX/XX/XXXX I woke up and opened my phone and seen messages that money got transferred and sent out of my account XXXX to XXXX different unauthorized fraudulent transactions. {$4300.00} in total was stolen out my account. Money I had in my savings account that got transferred into checking sent thru pay anyone in XXXX different transactions.Im so mad and confused and upset called chime immediately reported that i did not send my money out of my account someone gained acces to my account I dont who could have accessed my phone or how this occurred or who could have got access to my account I dont know who could have accessed it. So I Filed a claim over the phone XX/XX/XXXX immediately after it happen. Filed a police report XX/XX/XXXX attached my police report and screenshot I had to the emails notification and attached all that to the claim. Chime denied my claim stating no error occurred on XX/XX/XXXX I called immediately for an explanation and why I got denied. They said they dont now why I got denied theyre investigation team didnt have enough evidence to support my claim which is crazy. I need my money back from all the unauthorized transactions this is so wild {$4300.00} is gone that I had saved worked very hard for. I need chime to return my funds from the fraudulent unauthorized transactions.,,Chime Financial Inc,AR,71854,,Consent provided,Web,2025-04-15,Closed with explanation,Yes,,12995661
2025-05-30,"Money transfer, virtual currency, or money service",Virtual currency,Money was not available when promised,,"XXXX refused to let me withdraw my cash so I transferred to XXXX to be able to withdraw XXXX  days ago, they said it take XXXX hours for money to settle. I did everything required, ssn, passport upload, everything to verify to deposit this money. It's been XXXX  days. My child has been born and I don't have access to this money and am about to incur interest, late fee 's and other issues because XXXX and XXXX have made it impossible to withdraw my hard earned money. I contacted them immediately expressing its an emergency, no response. I called they promised XXXX hour response time, no response. I have sent a demand letter, no response. It's been XXXX  days and crypto is going down and I am losing money. I never accepted this risk of crypto, its why my money was in cash and why I wanted to withdraw cash and went to the website that assured XXXX hour deposit times so I could mitigate risk. XXXX  days, not XXXX response, acknowledgement or anything, I have sever anxiety over my finances and financial well being now and am concerned for my future.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Payward Ventures Inc. dba Kraken,MD,21117,,Consent provided,Web,2025-05-30,Closed with explanation,Yes,,13808299
2025-05-25,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,"I deposited {$740.00} cash into a FNBO ATM at approximately XXXX on XX/XX/year>. The ATM took the money and immediately went into out of service mode. The customer service line told us that they would return the funds when they opened in the morning. XXXX  morning, the funds were not in my account and the bankers informed me that they couldn't do anything about it. They said if I'm being honest, then I can expect to hear from them in XXXX  days. This is unacceptable. We have no real timeline or information on what happened to that money or if we will see it again. We haven't heard from them for over a week. They should be able to see the deposit quite clearly on their cameras and the money would have been right in the mouth of the broken ATM that they had fixed the next morning.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FIRST NATIONAL BANK OF OMAHA,CO,80537,,Consent provided,Web,2025-05-25,Closed with explanation,Yes,,13697027
2025-02-25,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,"I am writing to formally submit a complaint against Synchrony Bank CareCredit Fraud Investigation Dept.. 

On XX/XX/XXXX, I faxed the requested documentation to Synchrony Bank as part of the fraud investigation into my account that was fraudulently charged out of country for an out state merchant as per fraud investigator # XXXX My faxed documentation included my police report, statement, federal trade commission report, credit report of fraud charge, I called and spoke with a fraud investigator # XXXX on XX/XX/XXXX, who informed me that they have the physical copy of my documentation in their back office. However, he mentioned that it has not yet been scanned into their system, which is causing unnecessary delays in resolving my issue. This lack of timely processing leads me to believe that Synchrony Bank is being deceptive in their handling of my case. 

I called the Fraud Dept today on XX/XX/XXXX to follow up on confirming my XX/XX/XXXX faxed document has been scanned in. Fraud investigator XXXX # XXXX states my faxed documents are not received/scanned/uploaded and deceptively claims they scan/upload card holders faxed documents upon 48 hours. 

Its been a week that has passed since I submitted my faxed documentation on XX/XX/XXXX and I have not received any acknowledgment or updates regarding the status of my submission confirmed as being received/scanned/uploaded yet. 

Today XX/XX/XXXX i fax Synchrony Bank Care Credit Fraud Dept my work place proof of attendance to show I was at work in NY on date of fraudulent charge made out of country. 
I also included fax of my XXXX  XXXX XXXX Credit Card Statement showing my NY gas station purchase to prove again that I was in NY during this out of country fraudulent credit card charge. I called the Fraud Investigator a few hours after I faxed and they will not confirm receipt of my fax document. I feel they are being deceptive, dragging there feet on my case, not being responsive to my inquiries, and not handling my case properly. 

I find it frustrating and concerning that such delays occur, especially when financial institutions are entrusted to handle sensitive information efficiently and transparently. I urge the Consumer Financial Protection Bureau to investigate this matter and hold Synchrony Bank accountable for their practices that seem to disregard consumer rights and timely communication. 

Thank you for your attention to this matter. I look forward to your response and any assistance you may provide in resolving this issue.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,NY,11784,,Consent provided,Web,2025-03-06,Closed with explanation,Yes,,12206743
2025-06-06,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,,"On XX/XX/XXXX/25, I purchased a luxury watch from what I thought was a legitimate business, XXXX XXXX XXXX. I sent my payments via XXXX to XXXX XXXX XXXX and the transactions reflected an email of XXXX XXXX XXXX Two payments made 1st payment was {$2500.00} and the second final payment of {$2500.00} was made on XX/XX/XXXX. On XX/XX/XXXX, I called Truist Bank to see if I could pull the XXXX transactions as I was concerned about this company. Because it had been one hour since my second transaction, they couldn't pull it back and no option for the first transaction. I notified them that this was a scam. I was told to wait to see if I received the item. If I did not, to call back and file disputes. I felt a sense of protection since I reported it quickly and then was told to wait to see if I receive the items before taking further action. I was given a fake tracking number thru XXXX XXXX XXXX XXXX. After researching this company, it turns out that they are known for illegal and scamming practices. I tried calling them and their phone is disconnected. The fake tracking indicated that the package was delivered but it was not. I contacted the supposed business and was provided a fake case # for their dispute with the shipper. I was told multiple times that they would refund the payments but never followed through by the deadline they said I would receive my refund. Ultimately, they ended up blocking and ghosting me. I filed a police report, complaint via FTC, Internet Crime Complaint Center, Truist, and XXXX. I submitted the report to XXXX last week. When I filed my disputes with Truist, shortly thereafter, they were closed. Additionally, they were closed even before I submitted my paperwork. I do not believe they investigated and "" IF '' they did, it was not a proper investigation. I was scammed by a person ( s ) that was posing as a legitimate business. My payment was supposed to be made to a business. I never authorized payments to individuals/scammers. I made inquiries on XXXX in different groups and was told they are scammers but nothing has been done to shut this fake business down. Since my claim numbers with Truist do not share PII, they are : XXXX and XXXX.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,VA,20147,,Consent provided,Web,2025-06-06,Closed with explanation,Yes,,13943775
2025-06-15,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with rewards from credit card,"US bank told me they would add a {$50.00} promotional credit to my rewards balance for the credit card becuase they couldn't remove an incorrect charge. 
So I had to pay the incorrect charge and They told me it would take 2 billing cycles and that it would appear in XXXX. I've called 3 times and they keep saying it's "" just a few more days '' and the last day they said was XX/XX/XXXX. It's XX/XX/XXXX and still not there. 
I can't even get through to them. Whenever I call customer service they put me on hold then say they'll transfer me to a different department and then it starts the verification process all over again and hangs up. 
This is ridiculous",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,UT,84106,,Consent provided,Web,2025-06-15,Closed with explanation,Yes,,14077822
2025-05-19,Checking or savings account,Other banking product or service,Opening an account,Account opened without my consent or knowledge,"Week of XX/XX/year> received a gold XXXX XXXX in the mail issued from Citibank Several days later received a document with a PIN number. 
I have no account or have ever had banking with Citibank. 

Called the number on the debit card on XXXX XXXX to inform them I have no account at Citibank and did not request the debit card. The agent asked for the card number and my name which I provided. Then transferred me to another special agent. At which point I Was asked to provide some personal information which I declined as I have no assurance this is a legitimate number or authorized individual and am concerned about fraud since I have no banking relationship with this institution. Thus, the service agent referred me to the FTC. 
When asked, he declined to provide any information as to when this occurred or what information of mine was used, by whom, etc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",WI,53211,,Consent provided,Web,2025-05-19,Closed with explanation,Yes,,13598670
2025-06-04,Credit card,General-purpose credit card or charge card,Fees or interest,Problem with fees,I closed my Fortiva credit card in XXXX. XXXX or XX/XX/XXXX .because they were going to charge. A new anual fee of XXXX in a new year plus a. monthly maintenance fee of XXXX. Last years fee was XXXX. And no maintance fees.. i called them after receiving a letter by mail. So I said Said to close my account. So they did. Then in the last of XXXX. They charged me the old anual fee of XXXX then a monthly maintance fee of XXXX. The acount had been closed. It caused the acount to be overlimit. And payment doubled. Plus no warning on this 3 months later anual fee. Its caused me you be late. Cause I didn't have enough money for new bill. i asked. For fee back 2 diferent times they said no we cant. I had got the card paid back in them 3 months. And then they decided to charge me them fees on my closed account. So its erased. Any pay down I made. I belive it was purposeful I went my acount repaid them fees,Company believes it acted appropriately as authorized by contract or law,Atlanticus Services Corporation,KS,67213,,Consent provided,Web,2025-06-04,Closed with monetary relief,Yes,,13885498
2025-05-27,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,"Subject : Urgent Complaint Regarding Wire Fraud and Wells Fargo 's Inadequate Response My wife and I were the victims of a serious case of banking fraud involving our Wells Fargo account. On XX/XX/XXXX, {$25000.00} was fraudulently transferred from our account via a wire transaction. We reported the incident within minutes of its occurrence, yet Wells Fargo has failed to take timely and good-faith action to recover our funds. 

The fraud was initiated through malware posing as a XXXX maintenance worker that infected my wife XXXX XXXX 's computer. At approximately XXXX XXXX  on XX/XX/XXXX, she logged into her Wells Fargo account, at which point the malware initiated an unauthorized wire transfer. Immediately afterward, XXXX was locked out of her account. She contacted the Wells Fargo Fraud Department without delay, and we also promptly filed a report with the FBI. 

Despite multiple escalationsthree to dateWells Fargo has yet to return the stolen funds. Throughout this process, our experience with Wells Fargo has been marked by a pattern of denial, delay, and deflection. Moreover, the bank has repeatedly misrepresented the timeline of events in what appears to be an effort to avoid accountability. 

Please refer to the attached documents for detailed record of where we are on our third escalation.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,AZ,85716,,Consent provided,Web,2025-05-27,Closed with explanation,Yes,,13713651
2025-04-21,Credit card,General-purpose credit card or charge card,Getting a credit card,Card opened without my consent or knowledge,"I am writing to formally dispute multiple fraudulent and inaccurate accounts currently reported in my credit file. These accounts were opened without my knowledge or consent, and I believe they are fraudulent. Under the Fair Credit Reporting Act ( FCRA ), 15 U.S.C. 1681, I have the right to dispute inaccuracies in my credit report. Additionally, creditors are required to notify consumers of debt validation within five days of reporting such accounts. This was not done, which constitutes a clear violation of federal law. 

Violations Across All Bureaus : 1. Failure to Notify : Creditors must provide written notification of debts within five days, as required under 15 U.S.C. 1692g. This was not provided, making these accounts illegitimate. 
2. Failure to Ensure Accuracy : Under FCRA 607 ( b ), credit bureaus must ensure maximum accuracy in their reporting. Discrepancies in balances, high credit limits, open dates, and payment histories across bureaus indicate noncompliance. 
3. Failure to Investigate : Under FCRA 611 ( a ) ( 1 ) ( A ), credit bureaus must investigate disputes within 30 days. My disputes remain unresolved despite exceeding the legally mandated timeline. 
4. Failure to Reinvestigate : FCRA 611 ( a ) ( 6 ) requires credit bureaus to reinvestigate if a consumer disputes the resolution of a claim. My disputes were not adequately addressed. 
5. Failure to Protect Personal Information : The Gramm-Leach-Bliley Act ( 15 U.S.C. 6801-6809 ) requires financial institutions and credit bureaus to safeguard consumer data. This appears to have been compromised. 
6. Identity Theft Protections Ignored : The Identity Theft and Assumption Deterrence Act ( 18 U.S.C. 1028 ) criminalizes identity theft. These fraudulent accounts violate federal protections against identity theft. 
7. Failure to Provide Resources for Identity Theft Victims : Under FTC guidelines ( 15 U.S.C. 1681g ( e ) ), credit bureaus must provide victims of identity theft with resources and support, including fraud alerts. These steps were not implemented. 
8. State Law Violations : Under New Mexico Compiled Laws 445.65 to 445.67, identity theft is addressed as a criminal offense. These fraudulent accounts violate state law protections. 

XXXX  XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NM,87144,,Consent provided,Web,2025-04-21,Closed with explanation,Yes,,13081204
2025-05-27,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,On Sunday I filed a fraud claim with Wells Fargo. There was fraud on my account where someone connected my card to XXXX XXXX and charged a total of {$4800.00} across a week. Wells Fargo canceled the card and issued me a new one. They said this happened in florida. I live in Colorado as stated on the account. I have not received the funds back or a temporary credit. This is affecting my ability to pay bills and maintain a positive account balance. I ask that they fix this and return my funds. I have been a loyal customer and would hope that fraud would be handled better. Below I attached an identity theft report.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CO,80634,,Consent provided,Web,2025-05-27,Closed with explanation,Yes,,13733936
2025-05-14,Credit card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,Did a balance transfer to them after 10 days and did not receive their card I called them several times because getting through is not simple. After XXXX minute phone calls I finally had a complaint filed and got a call back from a supervisor who to date has been only XXXX of XXXX Representatives who were helpful. He finally canceled the first card sent out a second card which I still haven't received. So I called them again this time operator so called supervisor XXXX unauthorized and unadvised to me that he locked and flagged my account as fraud. Now when I try to log into the account or call them I can not obtain any information because of his actions and I'm not waiting for a letter from them to verify who I am this is a horrible way to treat a new customer they are subpar at assisting customers and resolving issues,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NY,11234,,Consent provided,Web,2025-05-14,Closed with explanation,Yes,,13499567
2025-03-07,Credit card,General-purpose credit card or charge card,Closing your account,Company closed your account,I applied for and was approved for a capital one secured XXXX XXXX  credit card with a required security deposit of XXXX dollars which I made using my checking account. Immediately after taking the XXXX from my checking account capital one sent me an email informing me that they have decided to deny my application with no mention of refunding nor sending back my XXXX security deposit. It has been XXXX weeks and I still have not received my security deposit to my checking account. Capital one denied my application yet still took the XXXX dollars from my checking account and has failed to refund my money as of XX/XX/XXXX XXXXXXXX XXXX XXXXXXXX,,CAPITAL ONE FINANCIAL CORPORATION,MS,39466,,Consent provided,Web,2025-03-07,Closed with explanation,Yes,,12343799
2025-05-23,Checking or savings account,Checking account,Closing an account,Funds not received from closed account,"I had initially opened up a bank account with US bank, which was open and verified shortly after I made my first deposit and was told to wait two weeks for the funds to be cleared and verified because of how new my account was and I agreed and waited the two weeks which Wouldve been 14 days business days. On that 14 day, my funds were cleared and available in my account that same day I had to pay my bills so I XXXX money out of my account and the U.S. Bank immediately blocked my account due to suspicious activity they claimed. I called in and attempted to speak with a representative. The representative asked me questions to verify my account and I did I believe one of the questions was when I opened the account before I even had a chance to answer the question the representative went ahead and said oh just make your way to one of the branches with your ID so you can verify who you are. I kindly replied to the representative that I have a very perplexing job, which requires me to be out in the XXXX XXXX for 3 to 6 months at a time, which is why I made the deposit before docking for my job. I explained also that I would not be able to do that anytime soon due to the nature of my job. I also informed the representative that they told me this at the time of the deposit I couldve made that arrangement. However, no representative informed me that my account needed me personally inside a branch to verify my account.30 days later they closed my account they sent me a notice in the mail stating that they were closing my account out in 14 business days so that I would be receiving a check for the remaining balance. 14 days pass. I contact the bank again. They act as if they dont know what Im talking about. Then my local branch reached out and they said that the funds were being withheld at their branch and to come inside. I want to know why my funds were withdrawn from the account and placed withheld at a local branch and not returned to me The customer.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,CA,91709,,Consent provided,Web,2025-05-23,Closed with explanation,Yes,,13678525
2025-04-17,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,"I have been dealing with this issue since XX/XX/year>, regarding my pending claim and it is still unresolved. Ive contacted Truist multiple times, including speaking with a supervisor, and I continue to get the same response : Its with the analyst. That response has not changed in over four months. 

Ive also spoken directly with the merchant multiple occasions, and they confirmed that they have not received any communication or email from Truist to verify or confirm my claim. This means no progress has been made from Truists side to help resolve the issue. 

The lack of follow-up, communication, and urgency from Truist is extremely unprofessional and unacceptable. Ive been more than patient.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,CT,06067,,Consent provided,Web,2025-04-17,Closed with explanation,Yes,,13044139
2025-05-16,Credit card,General-purpose credit card or charge card,Trouble using your card,Credit card company won't increase or decrease your credit limit,"On XX/XX/year>, I received emails from Citi informing me that the credit limits on two of my accounts ( ending in XXXX and XXXX ) had been reduced. These reductions took effect immediately, on the same day I was notified. There was no advance warning or lawful notice provided, in apparent violation of the CARD Act, which requires issuers to notify cardholders 45 days in advance of changes that may negatively affect them. 

At the time of the reductions, both of my account balances were already below the new limits. However, this sudden change caused my utilization ratio to spike dramatically, damaging my credit profile. I had not missed any payments, exceeded my limits, or engaged in adverse usage behavior. 

I reviewed the Notices and Letters section of my Citi online account and confirmed that no prior notice was posted, mailed, or otherwise issued before the action was taken. On XX/XX/year>, two days after the reduction, Citi retroactively posted letters dated XX/XX/year>, after the damage had already occurred. These notices appear backdated to appear timely, despite being uploaded and delivered after-the-fact. This raises concerns of deceptive timing and process manipulation. 

Ive contacted Citi requesting a written explanation of how this decision was made and justification for the failure to follow lawful notice requirements. No adequate response has been received as of this submission.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",WI,535XX,Servicemember,Consent provided,Web,2025-05-16,Closed with explanation,Yes,,13546533
2025-05-16,Credit card,General-purpose credit card or charge card,"Advertising and marketing, including promotional offers",Confusing or misleading advertising about the credit card,"On XX/XX/year>, I was notified by email that Citi had unilaterally reduced the credit limits on two of my accounts ( ending in XXXX and XXXX ), without prior notice. At the time, no "" Notices and Letters '' were visible in my account, nor was any mailed or posted correspondence available as of that date. 

Only after submitting a formal CFPB complaint ( Case # XXXX ) did Citi upload two notices dated XX/XX/year>, which were not received until XX/XX/XXXX, XXXX the limit reduction had already taken effect. This backdating raises concerns of post-action documentation to cover an already executed change and misleads regulators and the customer into believing timely notice was provided when it was not. 

This sequence constitutes deceptive or misleading communication regarding a major account change that materially impacted my credit utilization and score. The misleading nature of the documents and notification timing violates the spirit of transparency, potentially skirting regulatory obligations under the CARD Act or other fair lending principles.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",WI,535XX,Servicemember,Consent provided,Web,2025-05-16,Closed with explanation,Yes,,13551350
2025-04-13,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Other problem,"I opened a Capital One Quicksilver credit card on XX/XX/XXXX, with a {$1000.00} limit. A few months later, around XXXX XXXX, I was approved for a Capital One Walmart card with a {$2000.00} limit. Over the next 4 years and 6 months, I maintained a very good to excellent credit score, never missed a payment, and consistently used both cards responsibly. 

In all that time, Capital One only increased my total credit limit by a measly $ XXXX shockingly low and frankly insulting gesture. In comparison, my XXXX  XXXX XXXX card, which I opened around the same time with a {$1000.00} limit, has since been increased to {$8000.00}. Thats a {$7000.00} difference, showing that other companies recognized and rewarded my responsible behaviorCapital One did not. 

To make matters worse, the Walmart card was frequently glitchy, and neither card consistently honored the advertised rewards. Although rewards were not my primary concern, the lack of growth, lack of transparency, and lack of basic customer appreciation made the experience feel like a long, frustrating punishment for being a responsible customer. 

On XX/XX/XXXX, I finally decided to close both accounts out of disappointment. Unfortunately, that closure had a negative impact on my credit scoreadding insult to injury after nearly five years of loyalty that was never reciprocated.",,CAPITAL ONE FINANCIAL CORPORATION,OR,97124,,Consent provided,Web,2025-04-13,Closed with explanation,Yes,,12959982
2025-04-17,Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,I noticed that charges were made that I didnt make I called them and they acted like they didnt know what I was talking about I also think that the first account that I opened they never closed and my roommate XXXX XXXX is using it and got a deposit of XXXX + I noticed people were impersonating my doing the things I did wearing my same clothes she XXXX  XXXX XXXX and XXXX she received money in my name and the bank wont tell me they act like Im crazy but I seen it I had a banking statement printed once and it showed what I currently had in there so once I was done I XXXX  out the account number and another number XXXX appeared under the account number when I put the XXXX  on it the used invisible ink and she has be blocked outta my account cards that Ive never had are on my account Ive never been to Arizona but theyre a charge on there for XXXX XXXX out there I live in grand junction they have the hole town in on it even the cops Ive tried to report this issue and they either hang up or just blow me off they stole the account number from me when i fell asleep two nights ago she even switched out our cell phones shes trying to take over my life she follows me everywhere I go sits in a camper across the street from my house and watches me all day long trying to steal this money and pretends to be me I have no clue where the money came from or why its n my name but I cant spend it havent spent it doesnt even show on my bank statement and Im not getting into trouble for the,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CO,81504,,Consent provided,Web,2025-05-22,Closed with explanation,Yes,,13030741
2025-03-28,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,"on XX/XX/year> {$200.00} was deducted from my XXXX account through a debit card. I informed my bank ( Community Bank N.A ) the transaction was not recognized by me, Community Bank credited my account accordingly until I received letter in mail that the charge was reversed and they debited my account.

When I reached out to community, they said the reason is because I have a commercial account, the New York regulation does not allow them to intervene and that I should get hold of entity that withdrew $ $ . I followed my Bank 's instruction and reached out to the entity that took my $ $ , this entity name is XXXX. After waiting 5 days for reply on my email and sending follow up email, the reply came through that my account can not be located and a phone # to call. 
I pursued the matter further and was promised a personal response from a supervisor in less than a week, since I didn't receive a call from the supervisor I did another follow up with my case #. In final conclusion, they informed me that they can not show proof of authorization nor would they be willing to rescind the monies taken. 
I have paper trace to show all the above. PLEASE ASSIST, THIS IS NOT RIGHT!",,"COMMUNITY FINANCIAL SYSTEM, INC.",NY,149XX,Older American,Consent provided,Web,2025-03-28,Closed with explanation,Yes,,12707657
